repo,file,line,context
omnibase_infra,/Users/jonah/Code/omni_home/omnibase_infra/contracts/OMN-10048.yaml,27,        check_value: 'test -f contracts/OMN-10048.yaml'
omnibase_infra,/Users/jonah/Code/omni_home/omnibase_infra/contracts/OMN-9646.yaml,30,        check_value: 'test -f contracts/OMN-9646.yaml'
omnibase_infra,/Users/jonah/Code/omni_home/omnibase_infra/contracts/OMN-9215.yaml,40,        check_value: 'test -f contracts/OMN-9215.yaml'
omniclaude,/Users/jonah/Code/omni_home/omniclaude/plugins/onex/skills/dod_verify/SKILL.md,46,/dod-verify OMN-1234 --contract-path contracts/OMN-1234.yaml
omniclaude,/Users/jonah/Code/omni_home/omniclaude/plugins/onex/skills/dod_verify/prompt.md,59,- `/dod-verify OMN-1234 --contract-path contracts/OMN-1234.yaml`
omniclaude,/Users/jonah/Code/omni_home/omniclaude/tests/lib/test_dod_evidence_runner.py,268,            contract_path="contracts/OMN-5168.yaml"
omniclaude,/Users/jonah/Code/omni_home/omniclaude/tests/lib/test_dod_evidence_runner.py,281,            contract_path="contracts/OMN-5168.yaml"
omniclaude,/Users/jonah/Code/omni_home/omniclaude/tests/lib/test_dod_evidence_runner.py,295,            contract_path="contracts/OMN-5168.yaml"
omniclaude,/Users/jonah/Code/omni_home/omniclaude/tests/lib/test_dod_evidence_runner.py,450,                contract_path="contracts/OMN-5198.yaml"
omniclaude,/Users/jonah/Code/omni_home/omniclaude/tests/lib/test_dod_evidence_runner.py,472,                contract_path="contracts/OMN-5198.yaml"
omniclaude,/Users/jonah/Code/omni_home/omniclaude/tests/lib/test_dod_evidence_runner.py,491,                contract_path="contracts/OMN-5198.yaml"
omniclaude,/Users/jonah/Code/omni_home/omniclaude/tests/lib/test_dod_evidence_runner.py,513,                contract_path="contracts/OMN-5198.yaml"
omniclaude,/Users/jonah/Code/omni_home/omniclaude/tests/lib/test_dod_evidence_runner.py,538,            contract_path="contracts/OMN-9792.yaml"
omniclaude,/Users/jonah/Code/omni_home/omniclaude/tests/lib/test_dod_evidence_runner.py,559,            contract_path="contracts/OMN-9792.yaml"
omnimarket,/Users/jonah/Code/omni_home/omnimarket/contracts/OMN-10131.yaml,27,    command: "uv run python - <<'PY'\nimport yaml\nfrom pathlib import Path\npath = Path('contracts/OMN-10131.yaml')\nyaml.safe_load(path.read_text())\nprint(path)\nPY"
omnimarket,/Users/jonah/Code/omni_home/omnimarket/contracts/OMN-10131.yaml,71,        check_value: "uv run python - <<'PY'\nimport yaml\nfrom pathlib import Path\npath = Path('contracts/OMN-10131.yaml')\nyaml.safe_load(path.read_text())\nprint(path)\nPY"
omnimarket,/Users/jonah/Code/omni_home/omnimarket/contracts/OMN-10130.yaml,21,    command: "uv run python - <<'PY'\nimport yaml\nfrom pathlib import Path\npath = Path('contracts/OMN-10130.yaml')\nyaml.safe_load(path.read_text())\nprint(path)\nPY"
omnimarket,/Users/jonah/Code/omni_home/omnimarket/contracts/OMN-10130.yaml,53,        check_value: "uv run python - <<'PY'\nimport yaml\nfrom pathlib import Path\npath = Path('contracts/OMN-10130.yaml')\nyaml.safe_load(path.read_text())\nprint(path)\nPY"
omnimarket,/Users/jonah/Code/omni_home/omnimarket/contracts/OMN-10464.yaml,21,    command: "uv run validate-yaml contracts/OMN-10464.yaml"
omnimarket,/Users/jonah/Code/omni_home/omnimarket/contracts/OMN-10464.yaml,44,        check_value: "uv run validate-yaml contracts/OMN-10464.yaml"
omnimarket,/Users/jonah/Code/omni_home/omnimarket/contracts/OMN-8800.yaml,24,    command: "uv run python - <<'PY'\nimport yaml\nfrom pathlib import Path\npath = Path('contracts/OMN-8800.yaml')\nyaml.safe_load(path.read_text())\nprint(path)\nPY"
omnimarket,/Users/jonah/Code/omni_home/omnimarket/contracts/OMN-8800.yaml,56,        check_value: "uv run python - <<'PY'\nimport yaml\nfrom pathlib import Path\npath = Path('contracts/OMN-8800.yaml')\nyaml.safe_load(path.read_text())\nprint(path)\nPY"
omnimarket,/Users/jonah/Code/omni_home/omnimarket/contracts/OMN-10491.yaml,20,    command: "uv run validate-yaml contracts/OMN-10491.yaml"
omnimarket,/Users/jonah/Code/omni_home/omnimarket/contracts/OMN-10491.yaml,37,        check_value: "uv run validate-yaml contracts/OMN-10491.yaml"
omnimarket,/Users/jonah/Code/omni_home/omnimarket/contracts/OMN-9288.yaml,22,    command: "uv run python - <<'PY'\nimport yaml\nfrom pathlib import Path\npath = Path('contracts/OMN-9288.yaml')\nyaml.safe_load(path.read_text())\nprint(path)\nPY"
omnimarket,/Users/jonah/Code/omni_home/omnimarket/contracts/OMN-9288.yaml,54,        check_value: "uv run python - <<'PY'\nimport yaml\nfrom pathlib import Path\npath = Path('contracts/OMN-9288.yaml')\nyaml.safe_load(path.read_text())\nprint(path)\nPY"
omnimarket,/Users/jonah/Code/omni_home/omnimarket/contracts/OMN-8401.yaml,29,    command: "uv run python - <<'PY'\nimport yaml\nfrom pathlib import Path\npath = Path('contracts/OMN-8401.yaml')\nyaml.safe_load(path.read_text())\nprint(path)\nPY"
omnimarket,/Users/jonah/Code/omni_home/omnimarket/contracts/OMN-8401.yaml,73,        check_value: "uv run python - <<'PY'\nimport yaml\nfrom pathlib import Path\npath = Path('contracts/OMN-8401.yaml')\nyaml.safe_load(path.read_text())\nprint(path)\nPY"
omnimarket,/Users/jonah/Code/omni_home/omnimarket/contracts/OMN-10465.yaml,20,    command: "uv run validate-yaml contracts/OMN-10465.yaml"
omnimarket,/Users/jonah/Code/omni_home/omnimarket/contracts/OMN-10465.yaml,46,        check_value: "uv run validate-yaml contracts/OMN-10465.yaml"
omnimarket,/Users/jonah/Code/omni_home/omnimarket/contracts/OMN-10439.yaml,20,    command: "uv run validate-yaml contracts/OMN-10439.yaml"
omnimarket,/Users/jonah/Code/omni_home/omnimarket/contracts/OMN-10439.yaml,43,        check_value: "uv run validate-yaml contracts/OMN-10439.yaml"
omnimarket,/Users/jonah/Code/omni_home/omnimarket/contracts/OMN-10438.yaml,20,    command: "uv run validate-yaml contracts/OMN-10438.yaml"
omnimarket,/Users/jonah/Code/omni_home/omnimarket/contracts/OMN-10438.yaml,43,        check_value: "uv run validate-yaml contracts/OMN-10438.yaml"
omnimarket,/Users/jonah/Code/omni_home/omnimarket/contracts/OMN-10128.yaml,24,    command: "uv run python - <<'PY'\nimport yaml\nfrom pathlib import Path\npath = Path('contracts/OMN-10128.yaml')\nyaml.safe_load(path.read_text())\nprint(path)\nPY"
omnimarket,/Users/jonah/Code/omni_home/omnimarket/contracts/OMN-10128.yaml,56,        check_value: "uv run python - <<'PY'\nimport yaml\nfrom pathlib import Path\npath = Path('contracts/OMN-10128.yaml')\nyaml.safe_load(path.read_text())\nprint(path)\nPY"
omnimarket,/Users/jonah/Code/omni_home/omnimarket/contracts/OMN-10457.yaml,30,    command: "uv run validate-yaml contracts/OMN-10457.yaml"
omnimarket,/Users/jonah/Code/omni_home/omnimarket/contracts/OMN-10457.yaml,80,        check_value: "uv run validate-yaml contracts/OMN-10457.yaml"
omnimarket,/Users/jonah/Code/omni_home/omnimarket/contracts/OMN-10440.yaml,20,    command: "uv run validate-yaml contracts/OMN-10440.yaml"
omnimarket,/Users/jonah/Code/omni_home/omnimarket/contracts/OMN-10440.yaml,43,        check_value: "uv run validate-yaml contracts/OMN-10440.yaml"
omnimarket,/Users/jonah/Code/omni_home/omnimarket/tests/unit/nodes/node_dod_verify/test_durable_evidence_gate.py,122,            contract_rel_path="contracts/OMN-9855.yaml"
omnimarket,/Users/jonah/Code/omni_home/omnimarket/tests/unit/nodes/node_dod_verify/test_durable_evidence_gate.py,160,            contract_rel_path="contracts/OMN-9855.yaml"
omnimarket,/Users/jonah/Code/omni_home/omnimarket/tests/unit/nodes/node_dod_verify/test_durable_evidence_gate.py,200,            contract_rel_path="contracts/OMN-9855.yaml"
omnimarket,/Users/jonah/Code/omni_home/omnimarket/tests/unit/nodes/node_dod_verify/test_durable_evidence_gate.py,237,            contract_rel_path="contracts/OMN-9855.yaml"
omnimarket,/Users/jonah/Code/omni_home/omnimarket/tests/unit/nodes/node_dod_verify/test_durable_evidence_gate.py,282,            contract_rel_path="contracts/OMN-9855.yaml"
omnimarket,/Users/jonah/Code/omni_home/omnimarket/tests/unit/nodes/node_dod_verify/test_durable_evidence_gate.py,319,            contract_rel_path="contracts/OMN-9855.yaml"
omnimarket,/Users/jonah/Code/omni_home/omnimarket/tests/unit/nodes/node_dod_verify/test_durable_evidence_gate.py,357,                contract_rel_path="contracts/OMN-9855.yaml"
omnimarket,/Users/jonah/Code/omni_home/omnimarket/tests/unit/nodes/node_dod_verify/test_durable_evidence_gate.py,400,            contract_rel_path="contracts/OMN-9855.yaml"
omnimarket,/Users/jonah/Code/omni_home/omnimarket/tests/unit/nodes/node_dod_verify/test_durable_evidence_gate.py,441,            contract_rel_path="contracts/OMN-9999.yaml"
omnimarket,/Users/jonah/Code/omni_home/omnimarket/src/omnimarket/nodes/node_dod_verify/services/durable_evidence_gate.py,223,                repo root  e.g. ``contracts/OMN-9855.yaml``.
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/docs/tracking/2026-04-27-codex-runtime-occ-prestage.md,42,| `OMN-10080` | `onex_change_control` | `contracts/OMN-10080.yaml` | yes | none | none; this is the pre-stage contract itself |
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/docs/tracking/2026-04-27-codex-runtime-occ-prestage.md,43,| `OMN-10081` | `omnibase_infra` | `contracts/OMN-10081.yaml` | yes | `protocols`  `envelopes`  `public_api` | `drift/dod_receipts/OMN-10081/dod-001/` through `dod-003/` |
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/docs/tracking/2026-04-27-codex-runtime-occ-prestage.md,44,| `OMN-10082` | `omnibase_infra` | `contracts/OMN-10082.yaml` | yes | `protocols`  `envelopes`  `public_api` | `drift/dod_receipts/OMN-10082/dod-001/` through `dod-003/` |
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/docs/tracking/2026-04-27-codex-runtime-occ-prestage.md,45,| `OMN-10083` | `omnimarket` | `contracts/OMN-10083.yaml` | yes | `protocols`  `public_api` | `drift/dod_receipts/OMN-10083/dod-001/` through `dod-003/` |
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/docs/tracking/2026-04-27-codex-runtime-occ-prestage.md,46,| `OMN-10084` | `omniclaude`  `omnimarket` | `contracts/OMN-10084.yaml` | no | none | `drift/dod_receipts/OMN-10084/dod-001/` through `dod-003/` |
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/docs/tracking/2026-04-27-codex-runtime-occ-prestage.md,47,| `OMN-10085` | `omnibase_infra`  `omnimarket` | `contracts/OMN-10085.yaml` | yes | `protocols`  `envelopes`  `public_api` | `drift/dod_receipts/OMN-10085/dod-001/` through `dod-005/` |
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/docs/tracking/2026-04-26-adversarial-receipt-proof-of-life.md,11,## Section 1: Contract (literal cat of contracts/OMN-9762.yaml)
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/CLAUDE.md,71,uv run validate-yaml contracts/OMN-123.yaml
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/templates/ticket_contract.template.yaml,10,#   1. Copy this template to contracts/<ticket_id>.yaml (e.g.  contracts/OMN-962.yaml)
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/docs/REVIEW_READINESS.md,31,with open("contracts/OMN-123.yaml") as f:
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/docs/REVIEW_READINESS.md,38,poetry run python scripts/validate_yaml.py contracts/OMN-123.yaml
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/docs/tracking/2026-04-28-canonical-skill-path-occ-prestage.md,45,| `OMN-10236` | `onex_change_control` | `contracts/OMN-10236.yaml` | yes | none | none; this is the pre-stage contract itself |
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/docs/tracking/2026-04-28-canonical-skill-path-occ-prestage.md,46,| `OMN-10237` | `omnibase_infra` | `contracts/OMN-10237.yaml` | yes | `protocols`  `public_api` | `drift/dod_receipts/OMN-10237/dod-001/` through `dod-004/` |
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/docs/tracking/2026-04-28-canonical-skill-path-occ-prestage.md,47,| `OMN-10238` | `omnibase_core`  `omnibase_infra`  `omnimarket`  `omniclaude` | `contracts/OMN-10238.yaml` | yes | `protocols`  `public_api` | `drift/dod_receipts/OMN-10238/dod-001/` through `dod-003/` |
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/docs/tracking/2026-04-28-canonical-skill-path-occ-prestage.md,48,| `OMN-10239` | `omnibase_infra`  `omnimarket`  `omniclaude` | `contracts/OMN-10239.yaml` | yes | none | `drift/dod_receipts/OMN-10239/dod-001/` through `dod-003/` |
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/evidence/OMN-7484/dod_report.json,7,  "contract_path": "contracts/OMN-7484.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/evidence/OMN-8603/dod_report.json,7,  "contract_path": "contracts/OMN-8603.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/evidence/OMN-9785/dod_report.json,7,  "contract_path": "contracts/OMN-9785.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/evidence/OMN-9767/dod_report.json,7,  "contract_path": "contracts/OMN-9767.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/scripts/lint_contract_check_values.py,16,    python3 scripts/lint_contract_check_values.py contracts/OMN-1234.yaml [...]
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/scripts/check_dod_evidence_present.py,18,    python3 scripts/check_dod_evidence_present.py contracts/OMN-1234.yaml [...]
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/evidence/OMN-9896/dod_report.json,7,  "contract_path": "contracts/OMN-9896.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/README.md,133,uv run validate-yaml contracts/OMN-9605.yaml
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/evidence/OMN-9837/dod_report.json,7,  "contract_path": "contracts/OMN-9837.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/evidence/OMN-9648/dod_report.json,7,  "contract_path": "contracts/OMN-9648.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/contracts/OMN-6238.yaml,47,        check_value: "contracts/OMN-6238.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/evidence/OMN-9774/dod_report.json,7,  "contract_path": "contracts/OMN-9774.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/contracts/OMN-3128.yaml,47,        check_value: "contracts/OMN-3128.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/evidence/OMN-10426/dod_report.json,7,  "contract_path": "contracts/OMN-10426.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/contracts/OMN-7868.yaml,47,        check_value: "contracts/OMN-7868.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/evidence/OMN-9856/dod_report.json,30,        "message": "OK (175ms): [INFO] Validating 1 file(s)...\n\n[OK] contracts/OMN-9856.yaml (ticket_contract)\n\n[OK] All 1 file(s) valid"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/evidence/OMN-9834/dod_report.json,7,  "contract_path": "contracts/OMN-9834.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/evidence/OMN-10430/dod_report.json,7,  "contract_path": "contracts/OMN-10430.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/contracts/OMN-4194.yaml,47,        check_value: "contracts/OMN-4194.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/evidence/OMN-6977/dod_report.json,7,  "contract_path": "contracts/OMN-6977.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/contracts/OMN-5013.yaml,47,        check_value: "contracts/OMN-5013.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/evidence/OMN-9765/dod_report.json,7,  "contract_path": "contracts/OMN-9765.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/contracts/OMN-10281.yaml,20,    command: uv run validate-yaml contracts/OMN-10281.yaml
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10457/dod-demo-contract/command.yaml,6,check_value: "uv run validate-yaml contracts/OMN-10457.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10457/dod-demo-contract/command.yaml,12,probe_command: "uv run validate-yaml contracts/OMN-10457.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10457/dod-demo-contract/command.yaml,16,  [OK] contracts/OMN-10457.yaml (ticket_contract)
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10457/dod-001/command.yaml,6,check_value: "uv run validate-yaml contracts/OMN-10457.yaml contracts/OMN-10460.yaml contracts/OMN-10461.yaml
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10457/dod-001/command.yaml,7,  contracts/OMN-10465.yaml && python -m omnibase_core.validation.receipt_gate_cli --pr-body '' --pr-title
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10457/dod-001/command.yaml,15,probe_command: "uv run validate-yaml contracts/OMN-10457.yaml contracts/OMN-10460.yaml contracts/OMN-10461.yaml
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10457/dod-001/command.yaml,16,  contracts/OMN-10465.yaml && python -m omnibase_core.validation.receipt_gate_cli --pr-body '' --pr-title
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10450/dod-contract-validate/command.yaml,6,check_value: "uv run validate-yaml contracts/OMN-10450.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10450/dod-contract-validate/command.yaml,12,probe_command: "uv run validate-yaml contracts/OMN-10450.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10450/dod-contract-validate/command.yaml,15,probe_stdout: "[OK] contracts/OMN-10450.yaml (ticket_contract)"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/contracts/OMN-5005.yaml,47,        check_value: "contracts/OMN-5005.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/contracts/OMN-4154.yaml,47,        check_value: "contracts/OMN-4154.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-8063/dod-occ-contract/command.yaml,6,check_value: "uv run validate-yaml contracts/OMN-8063.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-8063/dod-occ-contract/command.yaml,12,probe_command: "uv run validate-yaml contracts/OMN-8063.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-8063/dod-occ-contract/command.yaml,16,  [OK] contracts/OMN-8063.yaml (ticket_contract)
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/tests/unit/test_validate_string_versions.py,87,            "contracts/OMN-9593.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10451/dod-contract-validate/command.yaml,6,check_value: "uv run validate-yaml contracts/OMN-10451.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10451/dod-contract-validate/command.yaml,12,probe_command: "uv run validate-yaml contracts/OMN-10451.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10451/dod-contract-validate/command.yaml,15,probe_stdout: "[OK] contracts/OMN-10451.yaml (ticket_contract)"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-9333/dod-002/command.yaml,5,check_value: 'test -f contracts/OMN-9333.yaml'
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-9333/dod-002/command.yaml,10,actual_output: 'contracts/OMN-9333.yaml present in onex_change_control main (merged via PR #300).'
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/contracts/OMN-10278.yaml,14,    command: "uv run validate-yaml contracts/OMN-10278.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/contracts/OMN-595.yaml,47,        check_value: "contracts/OMN-595.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/contracts/OMN-2703.yaml,47,        check_value: "contracts/OMN-2703.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10048/dod-deploy/command.yaml,24,  runtime-paths matcher; the canonical post-redeploy verification command lives in contracts/OMN-10048.yaml
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-9356/dod-002/command.yaml,5,check_value: test -f contracts/OMN-9356.yaml
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10316/dod-occ-self-evidence/command.yaml,6,check_value: git diff --name-only origin/main...HEAD | grep '^contracts/OMN-10316.yaml$'
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10316/dod-occ-self-evidence/command.yaml,12,probe_command: git diff --name-only origin/main...HEAD | grep '^contracts/OMN-10316.yaml$'
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10316/dod-occ-self-evidence/command.yaml,14,  contracts/OMN-10316.yaml
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/contracts/OMN-4213.yaml,47,        check_value: "contracts/OMN-4213.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/contracts/OMN-917.yaml,47,        check_value: "contracts/OMN-917.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/contracts/OMN-8462.yaml,53,        check_value: "contracts/OMN-8462.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/contracts/OMN-6384.yaml,47,        check_value: "contracts/OMN-6384.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10123/dod-ci-contract/command.yaml,6,check_value: "uv run validate-yaml contracts/OMN-10123.yaml && rg -n \"Check Plugin\\* lifecycle class
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10123/dod-ci-contract/command.yaml,13,probe_command: "uv run validate-yaml contracts/OMN-10123.yaml && rg -n \"Check Plugin\\* lifecycle class
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10123/dod-ci-contract/command.yaml,17,probe_stdout: "[OK] contracts/OMN-10123.yaml (ticket_contract); .github/workflows/ci.yml and .pre-commit-config.yaml
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/contracts/OMN-4141.yaml,47,        check_value: "contracts/OMN-4141.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10343/dod-occ-pr-686/command.yaml,6,check_value: "uv run validate-yaml contracts/OMN-10343.yaml && CONTRACT_REPO_DIR=$PWD python scripts/ci/run_contract_compliance_check.py
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10343/dod-occ-pr-686/command.yaml,13,probe_command: "uv run validate-yaml contracts/OMN-10343.yaml && CONTRACT_REPO_DIR=$PWD python scripts/ci/run_contract_compliance_check.py
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10343/dod-occ-pr-686/command.yaml,16,  [OK] contracts/OMN-10343.yaml (ticket_contract)
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10422/dod-occ-self-evidence/command.yaml,8,  | grep -Fx contracts/OMN-10422.yaml
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10422/dod-occ-self-evidence/command.yaml,16,  | grep -Fx contracts/OMN-10422.yaml
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10422/dod-occ-self-evidence/command.yaml,18,  contracts/OMN-10422.yaml
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-9215/dod-002/command.yaml,5,check_value: 'test -f contracts/OMN-9215.yaml'
