file,line,kind,key,has_default,default_value,context
src/omnimarket/nodes/node_baseline_capture/handlers/probes/probe_system_health.py,42,os.environ.get,LLM_EMBEDDING_URL,true,'http://192.168.86.200:8100',"f""{os.environ.get('LLM_EMBEDDING_URL', 'http://192.168.86.200:8100')}/health"","
src/omnimarket/nodes/node_baseline_compare/handlers/handler_baseline_compare.py,51,os.environ[],OMNI_HOME,false,,"return os.environ[""OMNI_HOME""]"
src/omnimarket/nodes/node_build_dispatch_effect/handlers/dispatch_history_store.py,63,os.environ.get,_ENV_STORE_PATH,false,,env_override = os.environ.get(_ENV_STORE_PATH)
src/omnimarket/nodes/node_build_loop_orchestrator/assemble_live.py,80,os.environ.get,LLM_CODER_FAST_URL,true,'',"LLM_FAST_URL = os.environ.get(""LLM_CODER_FAST_URL"", """")"
src/omnimarket/nodes/node_build_loop_orchestrator/assemble_live.py,81,os.environ.get,LLM_CODER_URL,true,'',"LLM_CODER_URL = os.environ.get(""LLM_CODER_URL"", """")"
src/omnimarket/nodes/node_build_loop_orchestrator/assemble_live.py,84,os.environ.get,LLM_GLM_API_KEY,true,'',"LLM_GLM_API_KEY = os.environ.get(""LLM_GLM_API_KEY"", """")"
src/omnimarket/nodes/node_build_loop_orchestrator/assemble_live.py,85,os.environ.get,LLM_GLM_URL,true,'',"LLM_GLM_URL = os.environ.get(""LLM_GLM_URL"", """")"
src/omnimarket/nodes/node_build_loop_orchestrator/assemble_live.py,86,os.environ.get,LLM_GLM_MODEL_NAME,true,'glm-4.5',"LLM_GLM_MODEL_NAME = os.environ.get(""LLM_GLM_MODEL_NAME"", ""glm-4.5"")"
src/omnimarket/nodes/node_build_loop_orchestrator/assemble_live.py,89,os.environ.get,OPENAI_API_KEY,true,'',"OPENAI_API_KEY = os.environ.get(""OPENAI_API_KEY"", """")"
src/omnimarket/nodes/node_build_loop_orchestrator/assemble_live.py,97,os.environ.get,LINEAR_API_KEY,true,'',"LINEAR_API_KEY = os.environ.get(""LINEAR_API_KEY"", """")"
src/omnimarket/nodes/node_build_loop_orchestrator/assemble_live.py,74,os.environ.get,OMNI_HOME,true,str(Path.home() / 'Code' / 'omni_home'),"OMNI_HOME = Path(os.environ.get(""OMNI_HOME"", str(Path.home() / ""Code"" / ""omni_home"")))"
src/omnimarket/nodes/node_build_loop_orchestrator/assemble_live.py,76,os.environ.get,OMNI_WORKTREES_ROOT,true,str(Path.home() / 'Code' / 'omni_worktrees'),"os.environ.get(""OMNI_WORKTREES_ROOT"", str(Path.home() / ""Code"" / ""omni_worktrees""))"
src/omnimarket/nodes/node_build_loop_orchestrator/assemble_live.py,93,os.environ.get,GOOGLE_API_KEY,true,'',"GOOGLE_API_KEY = os.environ.get(""GOOGLE_API_KEY"", """") or os.environ.get("
src/omnimarket/nodes/node_build_loop_orchestrator/assemble_live.py,93,os.environ.get,GEMINI_API_KEY,true,'',"GOOGLE_API_KEY = os.environ.get(""GOOGLE_API_KEY"", """") or os.environ.get("
src/omnimarket/nodes/node_build_loop_orchestrator/assemble_live.py,110,os.environ.get,KAFKA_BOOTSTRAP_SERVERS,true,'',"bootstrap = os.environ.get(""KAFKA_BOOTSTRAP_SERVERS"", """")"
src/omnimarket/nodes/node_build_loop_orchestrator/consumer.py,210,os.environ.get,KAFKA_BOOTSTRAP_SERVERS,true,"os.environ.get('KAFKA_BROKER', 'localhost:9092')",broker = os.environ.get(
src/omnimarket/nodes/node_build_loop_orchestrator/consumer.py,214,os.environ.get,BUILD_LOOP_GROUP,true,_DEFAULT_GROUP,"group_id = os.environ.get(""BUILD_LOOP_GROUP"", _DEFAULT_GROUP)"
src/omnimarket/nodes/node_build_loop_orchestrator/consumer.py,212,os.environ.get,KAFKA_BROKER,true,'localhost:9092',"os.environ.get(""KAFKA_BROKER"", ""localhost:9092""),"
src/omnimarket/nodes/node_build_loop_orchestrator/handlers/adapter_delegation_router.py,204,os.environ.get,LLM_GLM_API_KEY,true,'',"glm_key = os.environ.get(""LLM_GLM_API_KEY"", """")"
src/omnimarket/nodes/node_build_loop_orchestrator/handlers/adapter_delegation_router.py,205,os.environ.get,LLM_GLM_URL,true,'',"glm_url = os.environ.get(""LLM_GLM_URL"", """")"
src/omnimarket/nodes/node_build_loop_orchestrator/handlers/adapter_delegation_router.py,206,os.environ.get,LLM_GLM_MODEL_NAME,true,'glm-4.5',"glm_model = os.environ.get(""LLM_GLM_MODEL_NAME"", ""glm-4.5"")"
src/omnimarket/nodes/node_build_loop_orchestrator/handlers/adapter_delegation_router.py,220,os.environ.get,LLM_GLM_API_KEY,true,'',"glm_review_key = os.environ.get(""LLM_GLM_API_KEY"", """")"
src/omnimarket/nodes/node_build_loop_orchestrator/handlers/adapter_delegation_router.py,237,os.environ.get,LLM_CODER_FAST_URL,true,'',"local_fast_url = os.environ.get(""LLM_CODER_FAST_URL"", """")"
src/omnimarket/nodes/node_build_loop_orchestrator/handlers/adapter_delegation_router.py,249,os.environ.get,LLM_CODER_URL,true,'',"local_coder_url = os.environ.get(""LLM_CODER_URL"", """")"
src/omnimarket/nodes/node_build_loop_orchestrator/handlers/adapter_delegation_router.py,261,os.environ.get,LLM_DEEPSEEK_R1_URL,true,'',"local_reasoning_url = os.environ.get(""LLM_DEEPSEEK_R1_URL"", """")"
src/omnimarket/nodes/node_build_loop_orchestrator/handlers/adapter_delegation_router.py,288,os.environ.get,OPENAI_API_KEY,true,'',"openai_key = os.environ.get(""OPENAI_API_KEY"", """")"
src/omnimarket/nodes/node_build_loop_orchestrator/handlers/adapter_delegation_router.py,222,os.environ.get,LLM_GLM_URL,false,,"os.environ.get(""LLM_GLM_URL"") or ""https://open.bigmodel.cn/api/paas/v4"""
src/omnimarket/nodes/node_build_loop_orchestrator/handlers/adapter_delegation_router.py,273,os.environ.get,GEMINI_API_KEY,true,'',"google_key = os.environ.get(""GEMINI_API_KEY"", """") or os.environ.get("
src/omnimarket/nodes/node_build_loop_orchestrator/handlers/adapter_delegation_router.py,273,os.environ.get,GOOGLE_API_KEY,true,'',"google_key = os.environ.get(""GEMINI_API_KEY"", """") or os.environ.get("
src/omnimarket/nodes/node_build_loop_orchestrator/handlers/adapter_linear_fill.py,131,os.environ.get,LINEAR_API_KEY,true,'',"self._api_key = api_key or os.environ.get(""LINEAR_API_KEY"", """")"
src/omnimarket/nodes/node_build_loop_orchestrator/handlers/adapter_linear_fill.py,132,os.environ.get,LINEAR_TEAM_ID,true,'',"self._team_id = team_id or os.environ.get(""LINEAR_TEAM_ID"", """")"
src/omnimarket/nodes/node_build_loop_orchestrator/handlers/adapter_linear_fill.py,133,os.environ.get,LINEAR_TEAM_KEY,true,'OMN',"self._team_key = team_key or os.environ.get(""LINEAR_TEAM_KEY"", ""OMN"")"
src/omnimarket/nodes/node_build_loop_orchestrator/handlers/adapter_llm_classify.py,73,os.environ.get,LLM_CODER_FAST_URL,true,'',"base_url = llm_url or os.environ.get(""LLM_CODER_FAST_URL"", """")"
src/omnimarket/nodes/node_build_loop_orchestrator/handlers/adapter_llm_dispatch.py,125,os.environ.get,OMNI_HOME,true,'',"omni_home = os.environ.get(""OMNI_HOME"", """")"
src/omnimarket/nodes/node_build_loop_orchestrator/handlers/adapter_llm_dispatch.py,158,os.environ.get,KAFKA_BOOTSTRAP_SERVERS,true,'',"if not os.environ.get(""KAFKA_BOOTSTRAP_SERVERS"", """"):"
src/omnimarket/nodes/node_build_loop_orchestrator/handlers/adapter_llm_dispatch.py,347,os.environ.get,KAFKA_BOOTSTRAP_SERVERS,true,'',"if not os.environ.get(""KAFKA_BOOTSTRAP_SERVERS"", """"):"
src/omnimarket/nodes/node_build_loop_orchestrator/handlers/assemble_live.py,182,os.environ.get,BUILD_LOOP_OUTPUT_DIR,true,str(Path.home() / '.onex_state' / 'build-loop-results'),_default_output = os.environ.get(
src/omnimarket/nodes/node_build_loop_orchestrator/handlers/model_policy_loader.py,62,os.environ.get,env_var,true,'',"url = os.environ.get(env_var, """")"
src/omnimarket/nodes/node_build_loop_orchestrator/handlers/model_policy_loader.py,87,os.environ.get,api_key_env,true,'',"return os.environ.get(api_key_env, """")"
src/omnimarket/nodes/node_build_loop_orchestrator/handlers/model_policy_loader.py,99,os.environ.get,model_id_env,true,'',"val = os.environ.get(model_id_env, """")"
src/omnimarket/nodes/node_ci_fix_effect/handlers/handler_ci_fix.py,532,os.environ[],GH_PAT,false,,"""Authorization"": f""Bearer {os.environ['GH_PAT']}"","
src/omnimarket/nodes/node_code_embedding_effect/handlers/handler_code_embedding_effect.py,224,os.environ.get,QDRANT_HOST,false,,"host = os.environ.get(""QDRANT_HOST"")"
src/omnimarket/nodes/node_code_embedding_effect/handlers/handler_code_embedding_effect.py,229,os.environ.get,QDRANT_PORT,true,'6333',"port = int(os.environ.get(""QDRANT_PORT"", ""6333""))"
src/omnimarket/nodes/node_code_embedding_effect/handlers/handler_code_embedding_effect.py,70,os.environ.get,EMBEDDING_MODEL_URL,true,'',endpoint = embedding_endpoint_override or os.environ.get(
src/omnimarket/nodes/node_code_embedding_effect/handlers/handler_code_embedding_effect.py,79,os.environ.get,QDRANT_CODE_COLLECTION,true,DEFAULT_QDRANT_COLLECTION,collection = qdrant_collection_override or os.environ.get(
src/omnimarket/nodes/node_code_embedding_effect/handlers/handler_code_embedding_effect.py,93,os.environ.get,CODE_EMBEDDING_VECTOR_SIZE,true,str(DEFAULT_VECTOR_SIZE),"os.environ.get(""CODE_EMBEDDING_VECTOR_SIZE"", str(DEFAULT_VECTOR_SIZE))"
src/omnimarket/nodes/node_code_embedding_effect/handlers/handler_code_embedding_effect.py,84,os.environ.get,CODE_EMBEDDING_BATCH_SIZE,true,str(DEFAULT_EMBEDDING_BATCH_SIZE),os.environ.get(
src/omnimarket/nodes/node_code_embedding_effect/tests/test_handler_code_embedding_effect.py,262,os.environ.get,EMBEDDING_MODEL_URL,false,,"endpoint = os.environ.get(""EMBEDDING_MODEL_URL"")"
src/omnimarket/nodes/node_code_embedding_effect/tests/test_handler_code_embedding_effect.py,266,os.environ.get,QDRANT_HOST,false,,"qdrant_host = os.environ.get(""QDRANT_HOST"")"
src/omnimarket/nodes/node_code_embedding_effect/tests/test_handler_code_embedding_effect.py,210,os.environ[],EMBEDDING_MODEL_URL,false,,"os.environ[""EMBEDDING_MODEL_URL""] = env_backup"
src/omnimarket/nodes/node_code_embedding_effect/tests/test_handler_code_embedding_effect.py,229,os.environ[],QDRANT_HOST,false,,"os.environ[""QDRANT_HOST""] = env_backup"
src/omnimarket/nodes/node_code_enrichment_effect/handlers/handler_code_enrichment_effect.py,110,os.environ.get,LLM_FALLBACK_URL,true,'',"fallback_endpoint = os.environ.get(""LLM_FALLBACK_URL"", """")"
src/omnimarket/nodes/node_code_enrichment_effect/handlers/handler_code_enrichment_effect.py,117,os.environ.get,CODE_ENRICHMENT_VERSION,true,DEFAULT_ENRICHMENT_VERSION,enrichment_version = os.environ.get(
src/omnimarket/nodes/node_code_enrichment_effect/handlers/handler_code_enrichment_effect.py,103,os.environ.get,LLM_CODER_URL,true,'',"primary_endpoint = llm_endpoint_override or os.environ.get(""LLM_CODER_URL"", """")"
src/omnimarket/nodes/node_code_enrichment_effect/handlers/handler_code_enrichment_effect.py,112,os.environ.get,CODE_ENRICHMENT_CONFIDENCE_THRESHOLD,true,str(DEFAULT_CONFIDENCE_THRESHOLD),os.environ.get(
src/omnimarket/nodes/node_code_enrichment_effect/handlers/handler_code_enrichment_effect.py,126,os.environ.get,CODE_ENRICHMENT_BATCH_SIZE,true,str(DEFAULT_ENRICHMENT_BATCH_SIZE),os.environ.get(
src/omnimarket/nodes/node_code_enrichment_effect/tests/test_handler_code_enrichment_effect.py,297,os.environ.get,LLM_CODER_URL,false,,"endpoint = os.environ.get(""LLM_CODER_URL"")"
src/omnimarket/nodes/node_code_enrichment_effect/tests/test_handler_code_enrichment_effect.py,234,os.environ[],LLM_CODER_URL,false,,"os.environ[""LLM_CODER_URL""] = env_backup"
src/omnimarket/nodes/node_compliance_sweep/__main__.py,54,os.environ.get,OMNI_HOME,true,'/Volumes/PRO-G40/Code/omni_home',"omni_home = os.environ.get(""OMNI_HOME"", ""/Volumes/PRO-G40/Code/omni_home"")"
src/omnimarket/nodes/node_conflict_hunk_effect/handlers/handler_conflict_hunk.py,51,os.environ.get,ONEX_CONFLICT_SOURCE_CLONE_ROOT,false,,"if val := os.environ.get(""ONEX_CONFLICT_SOURCE_CLONE_ROOT""):"
src/omnimarket/nodes/node_conflict_hunk_effect/handlers/handler_conflict_hunk.py,53,os.environ.get,OMNI_HOME,false,,"if val := os.environ.get(""OMNI_HOME""):"
src/omnimarket/nodes/node_conflict_hunk_effect/handlers/handler_conflict_hunk.py,62,os.environ.get,ONEX_CONFLICT_WORKTREE_ROOT,true,'/tmp/onex-conflict',"return Path(os.environ.get(""ONEX_CONFLICT_WORKTREE_ROOT"", ""/tmp/onex-conflict""))"
src/omnimarket/nodes/node_contract_sweep/handlers/handler_contract_sweep.py,100,os.environ.get,OMNI_HOME,false,,"env_omni_home = os.environ.get(""OMNI_HOME"")"
src/omnimarket/nodes/node_coverage_sweep/__main__.py,59,os.environ.get,OMNI_HOME,false,,"omni_home = os.environ.get(""OMNI_HOME"") or str(Path.home() / ""omni_home"")"
src/omnimarket/nodes/node_coverage_sweep/__main__.py,60,os.environ.get,OMNI_HOME,false,,"if not os.environ.get(""OMNI_HOME""):"
src/omnimarket/nodes/node_data_verification/handlers/datasource_postgres.py,40,os.environ.get,DB_URL_ENV,true,'',"self._dsn = dsn or os.environ.get(DB_URL_ENV, """")"
src/omnimarket/nodes/node_database_sweep/handlers/handler_database_sweep.py,384,os.environ.get,OMNI_HOME,true,'/Users/jonah/Code/omni_home',omni_home = request.omni_home or os.environ.get(
src/omnimarket/nodes/node_dispatch_queue_drainer/handlers/handler_dispatch_queue_drainer.py,165,os.environ.get,ONEX_STATE_DIR,false,,"raw_state_dir = os.environ.get(""ONEX_STATE_DIR"")"
src/omnimarket/nodes/node_dispatch_queue_drainer/handlers/handler_dispatch_queue_drainer.py,90,os.environ.get,ONEX_STATE_DIR,false,,"previous_state_dir = os.environ.get(""ONEX_STATE_DIR"")"
src/omnimarket/nodes/node_dispatch_queue_drainer/handlers/handler_dispatch_queue_drainer.py,91,os.environ[],ONEX_STATE_DIR,false,,"os.environ[""ONEX_STATE_DIR""] = str(resolved_state_dir)"
src/omnimarket/nodes/node_dispatch_queue_drainer/handlers/handler_dispatch_queue_drainer.py,172,os.environ.get,OMNI_HOME,true,'/Users/jonah/Code/omni_home',"return Path(os.environ.get(""OMNI_HOME"", ""/Users/jonah/Code/omni_home""))"
src/omnimarket/nodes/node_dispatch_queue_drainer/handlers/handler_dispatch_queue_drainer.py,98,os.environ[],ONEX_STATE_DIR,false,,"os.environ[""ONEX_STATE_DIR""] = previous_state_dir"
src/omnimarket/nodes/node_dispatch_worker/handlers/dispatch_record_writer.py,18,os.environ.get,ONEX_STATE_DIR,false,,"raw_state_dir = os.environ.get(""ONEX_STATE_DIR"")"
src/omnimarket/nodes/node_dispatch_worker/handlers/handler_dispatch_worker.py,547,os.environ.get,OMNI_HOME,true,os.path.expanduser('~/omni_home'),"omni_home = os.environ.get(""OMNI_HOME"", os.path.expanduser(""~/omni_home""))"
src/omnimarket/nodes/node_dispatch_worker/handlers/handler_dispatch_worker.py,548,os.environ.get,OMNI_WORKTREES,true,"os.path.join(os.path.dirname(omni_home), 'omni_worktrees')",worktree_root = os.environ.get(
src/omnimarket/nodes/node_dispatch_worker/handlers/handler_dispatch_worker.py,60,os.environ.get,ONEX_STATE_DIR,false,,"if os.environ.get(""ONEX_STATE_DIR"")"
src/omnimarket/nodes/node_dispatch_worker/handlers/handler_dispatch_worker.py,59,os.environ[],ONEX_STATE_DIR,false,,"else Path(os.environ[""ONEX_STATE_DIR""])"
src/omnimarket/nodes/node_dispatch_worker/handlers/handler_dispatch_worker.py,79,os.environ.get,ONEX_PARENT_SESSION_ID,true,'unknown',"or os.environ.get(""ONEX_PARENT_SESSION_ID"", ""unknown""),"
src/omnimarket/nodes/node_dispatch_worker/handlers/handler_dispatch_worker.py,377,os.environ.get,CLAUDE_TASKS_DIR,true,'~/.claude/tasks',"os.environ.get(""CLAUDE_TASKS_DIR"", ""~/.claude/tasks"")"
src/omnimarket/nodes/node_dispatch_worker/handlers/handler_dispatch_worker.py,603,os.environ.get,CLAUDE_TASKS_DIR,true,'~/.claude/tasks',"os.environ.get(""CLAUDE_TASKS_DIR"", ""~/.claude/tasks"")"
src/omnimarket/nodes/node_doc_freshness_sweep/handlers/handler_doc_freshness_sweep.py,155,os.environ.get,OMNI_HOME,true,'/Users/jonah/Code/omni_home',omni_home = request.omni_home or os.environ.get(
src/omnimarket/nodes/node_dod_sweep_orchestrator/handlers/handler_dod_sweep_orchestrator.py,85,os.environ.get,ONEX_CC_REPO_PATH,false,,"env_root = os.environ.get(""ONEX_CC_REPO_PATH"")"
src/omnimarket/nodes/node_dod_verify/__main__.py,218,os.environ.get,ONEX_EVIDENCE_ROOT,false,,"evidence_root_env=os.environ.get(""ONEX_EVIDENCE_ROOT""),"
src/omnimarket/nodes/node_dod_verify/services/evidence_collector.py,161,os.environ.get,OMNI_HOME,true,str(Path.home() / 'Code' / 'omni_home'),"omni_home = os.environ.get(""OMNI_HOME"", str(Path.home() / ""Code"" / ""omni_home""))"
src/omnimarket/nodes/node_dod_verify/services/evidence_collector.py,313,os.environ.get,OMNI_HOME,false,,"omni_home = os.environ.get(""OMNI_HOME"")"
src/omnimarket/nodes/node_dod_verify/services/evidence_collector.py,462,os.environ.get,OMNI_HOME,false,,"omni_home = os.environ.get(""OMNI_HOME"")"
